locality_id,locality_name,name_occurrence,official_placename,has_macron
1338,Whangarei,majorlocality_name,Whangārei,T
2838,Whangarei,majorlocality_name,Whangārei,T
508,Otaki,majorlocality_name,Ōtaki,T
3643,Otaki,city_name,Ōtaki,T
2850,Whangarei,majorlocality_name,Whangārei,T
336,Eketahuna,city_name,Eketāhuna,T
1313,Whangarei,majorlocality_name,Whangārei,T
3449,Ngaruawahia,city_name,Ngāruawāhia,T
3984,Atiamuri,majorlocality_name,Ātiamuri,T
4098,Taupo,majorlocality_name,Taupō,T
881,Matata,majorlocality_name,Matatā,T
2056,Whakatane,majorlocality_name,Whakatāne,T
568,Whangarei,city_name,Whangārei,T
1352,Opunake,majorlocality_name,Ōpunake,T
288,Turangi,majorlocality_name,Tūrangi,T
2001,Turangi,majorlocality_name,Tūrangi,T
17,Eketahuna,majorlocality_name,Eketāhuna,T
734,Lake Hawea,majorlocality_name,Lake Hāwea,T
2033,Oparau,majorlocality_name,Ōpārau,T
2847,Whangarei,majorlocality_name,Whangārei,T
2831,Whangarei,majorlocality_name,Whangārei,T
2217,Ohaupo,majorlocality_name,Ōhaupō,T
8876,Kumeu,city_name,Kumeū,T
2784,Okaihau,majorlocality_name,Ōkaihau,T
2656,Opotiki,majorlocality_name,Ōpōtiki,T
613,Taupo,majorlocality_name,Taupō,T
2736,Tirau,majorlocality_name,Tīrau,T
8760,Whangarei,city_name,Whangārei,T
1180,Paekakariki,city_name,Paekākāriki,T
2465,Kaikoura,majorlocality_name,Kaikōura,T
1966,Whangarei,city_name,Whangārei,T
1087,Ohura,city_name,Ōhura,T
8980,Kaikoura,majorlocality_name,Kaikōura,T
1836,Taupo,majorlocality_name,Taupō,T
1409,Hawera,majorlocality_name,Hāwera,T
629,Kaikoura,city_name,Kaikōura,T
71,Whangarei,city_name,Whangārei,T
880,Whangarei,majorlocality_name,Whangārei,T
948,Hawera,majorlocality_name,Hāwera,T
85,Takaka,majorlocality_name,Tākaka,T
900,Whangarei,city_name,Whangārei,T
1920,Whakatane,majorlocality_name,Whakatāne,T
2529,Takaka,majorlocality_name,Tākaka,T
4086,Mangonui,majorlocality_name,Mangōnui,T
6550,Okaihau,majorlocality_name,Ōkaihau,T
2848,Whangarei,majorlocality_name,Whangārei,T
513,Hawera,majorlocality_name,Hāwera,T
3981,Taupo,majorlocality_name,Taupō,T
2233,Taupo,majorlocality_name,Taupō,T
2382,Kaikoura,majorlocality_name,Kaikōura,T
1938,Whakatane,majorlocality_name,Whakatāne,T
2657,Opotiki,majorlocality_name,Ōpōtiki,T
1310,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
8866,Taupo,city_name,Taupō,T
510,Opotiki,majorlocality_name,Ōpōtiki,T
1679,Whangarei,city_name,Whangārei,T
3415,Tirau,majorlocality_name,Tīrau,T
4000,Otaki,city_name,Ōtaki,T
8862,Taupo,majorlocality_name,Taupō,T
1646,Hawera,majorlocality_name,Hāwera,T
2785,Okaihau,majorlocality_name,Ōkaihau,T
8968,Takaka,majorlocality_name,Tākaka,T
2468,Kaikoura,majorlocality_name,Kaikōura,T
1259,Whangarei,majorlocality_name,Whangārei,T
6528,Whangarei,majorlocality_name,Whangārei,T
2950,Okato,city_name,Ōkato,T
850,Mapua,majorlocality_name,Māpua,T
2312,Lake Hawea,majorlocality_name,Lake Hāwea,T
1153,Whangarei,city_name,Whangārei,T
4120,Awhitu,majorlocality_name,Āwhitu,T
1285,Whakatane,majorlocality_name,Whakatāne,T
4068,Oparau,majorlocality_name,Ōpārau,T
1157,Opotiki,majorlocality_name,Ōpōtiki,T
1998,Taupo,majorlocality_name,Taupō,T
1388,Whangarei,majorlocality_name,Whangārei,T
2405,Turangi,majorlocality_name,Tūrangi,T
2144,Kaikoura,majorlocality_name,Kaikōura,T
4174,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4176,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4180,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4285,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4326,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4387,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4397,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4406,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4408,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4443,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4510,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4511,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4693,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4733,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4820,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4823,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4830,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4832,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4841,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4842,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4850,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4880,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4887,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4907,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4966,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
4967,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5047,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5128,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5143,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5148,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5176,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5187,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5215,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5408,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
5437,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
6198,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
6461,Titi / Muttonbird Islands,suburb_2nd_order,Tītī / Muttonbird Islands,T
3413,Lake Okataina /Te Moana i kataina a Te Rangitakaroro,suburb_4th_order,Lake Ōkataina/Te Moana i kataina ā Te Rangitakaroro,T
3426,Otemataraha Lake,suburb_4th_order,Ōtemataraha Lake,T
3454,Lake Te Pohue,suburb_4th_order,Lake Te Pōhue,T
5014,Wakatehaua Island,suburb_4th_order,Wakatehāua Island,T
6807,Oraumoa / Fighting Bay,suburb_4th_order,Ōraumoa / Fighting Bay,T
8419,Whareatea Bay,suburb_4th_order,Whareātea Bay,T
